,Year_Birth,Education,Marital_Status,income,Kidhome,Teenhome,segment
351,1954,Graduation,Widow,27421.0,0,0,0
354,1968,Master,Together,34053.0,0,1,0
359,1982,2n Cycle,Together,58582.0,0,1,0
370,1959,Master,Widow,33051.0,0,0,0
382,1967,Master,Together,62513.0,0,1,0
388,1959,Graduation,Together,71706.0,0,1,0
402,1955,PhD,Together,75261.0,0,0,0
405,1952,Graduation,Together,75278.0,0,0,0
414,1954,Graduation,Together,77972.0,0,0,0
421,1951,Master,Together,39767.0,0,0,0
434,1966,Graduation,Widow,79946.0,0,0,0
448,1960,PhD,Together,38201.0,0,1,0
461,1958,PhD,Together,77863.0,0,0,0
466,1954,Graduation,Together,39898.0,0,1,0
467,1954,Graduation,Together,39898.0,0,1,0
474,1946,Graduation,Together,37760.0,0,0,0
475,1946,Graduation,Together,37760.0,0,0,0
489,1958,Graduation,Together,53977.0,0,1,0
490,1958,Graduation,Together,53977.0,0,1,0
492,1967,PhD,Together,62981.0,0,0,0
506,1971,Master,Together,57420.0,0,1,0
509,1962,PhD,Together,31497.0,0,1,0
510,1962,PhD,Together,31497.0,0,1,0
513,1893,2n Cycle,Single,60182.0,0,1,0
523,1952,Graduation,Widow,40049.0,0,1,0
528,1951,Graduation,Single,60689.0,0,1,0
535,1966,Graduation,Together,70713.0,0,1,0
552,1954,Master,Widow,44551.0,0,1,0
553,1959,Graduation,Together,71367.0,0,0,0
554,1959,Graduation,Together,71367.0,0,0,0
555,1959,Graduation,Together,57957.0,0,1,0
556,1972,2n Cycle,Together,50334.0,0,1,0
560,1963,PhD,Widow,52278.0,0,1,0
561,1963,PhD,Widow,52278.0,0,1,0
573,1958,PhD,Widow,50520.0,0,1,0
580,1952,PhD,Single,62000.0,0,1,0
582,1974,PhD,Together,45068.0,0,1,0
589,1956,Master,Together,58656.0,0,1,0
606,1952,Graduation,Single,61823.0,0,1,0
612,1969,Graduation,Together,62882.0,0,1,0
613,1963,Master,Together,57288.0,0,1,0
621,1950,Graduation,Together,60905.0,0,1,0
628,1970,PhD,Together,64413.0,0,1,0
642,1962,PhD,Widow,82571.0,0,0,0
643,1954,Master,Together,60033.0,0,1,0
651,1958,Graduation,Together,66886.0,0,1,0
659,1972,2n Cycle,Together,46344.0,0,1,0
661,1960,Graduation,Together,70971.0,0,1,0
666,1952,Master,Together,70545.0,0,1,0
667,1957,Graduation,Widow,65486.0,0,1,0
670,1963,Graduation,Together,77226.0,0,1,0
673,1948,Graduation,Together,70666.0,0,0,0
675,1952,Basic,Together,13084.0,0,0,0
680,1973,PhD,Together,57906.0,0,1,0
684,1960,Graduation,Together,30507.0,0,0,0
685,1970,Graduation,Together,67419.0,0,1,0
688,1953,Graduation,Widow,53653.0,0,0,0
691,1951,PhD,Single,64950.0,0,1,0
722,1979,Graduation,Together,77568.0,0,1,0
726,1976,Graduation,Together,71322.0,0,1,0
737,1970,Graduation,Together,40548.0,0,1,0
746,1958,PhD,Single,79761.0,0,1,0
755,1975,Graduation,Together,55914.0,0,1,0
775,1950,Graduation,Together,48070.0,0,1,0
779,1970,Graduation,Widow,66731.0,0,1,0
797,1958,Graduation,Together,65196.0,0,2,0
802,1969,PhD,Together,53374.0,0,1,0
811,1968,Graduation,Together,56534.0,0,1,0
818,1971,PhD,Widow,47111.0,0,1,0
819,1955,PhD,Single,49667.0,0,0,0
820,1947,Master,Together,66000.0,0,0,0
823,1968,Graduation,Together,77382.0,0,1,0
827,1899,PhD,Together,83532.0,0,0,0
828,1947,PhD,Together,73059.0,0,1,0
829,1947,PhD,Together,73059.0,0,1,0
833,1948,Master,Widow,78427.0,0,0,0
837,1950,2n Cycle,Together,52203.0,0,0,0
842,1950,PhD,Widow,76842.0,0,0,0
843,1951,Graduation,Single,15033.0,0,0,0
850,1972,Graduation,Together,59868.0,0,1,0
852,1958,Master,Together,46692.0,0,1,0
861,1969,Graduation,Widow,43638.0,0,1,0
863,1969,PhD,Widow,62187.0,0,1,0
883,1956,PhD,Widow,78028.0,0,1,0
885,1965,PhD,Together,32727.0,0,0,0
901,1949,PhD,Widow,51569.0,0,1,0
935,1973,2n Cycle,Together,69401.0,0,1,0
938,1975,Graduation,Together,60934.0,0,1,0
957,1967,PhD,Together,56575.0,0,2,0
971,1959,PhD,Single,34554.0,0,1,0
990,1956,2n Cycle,Together,58821.0,0,1,0
991,1953,Graduation,Together,58398.0,0,0,0
998,1948,Graduation,Together,51315.0,0,0,0
1001,1951,Graduation,Single,49090.0,0,1,0
1009,1945,Master,Together,62847.0,0,0,0
1014,1958,PhD,Together,65488.0,0,0,0
1023,1979,Graduation,Together,77298.0,0,1,0
1024,1979,Graduation,Together,77298.0,0,1,0
1025,1974,Master,Together,43018.0,0,1,0
1041,1954,Graduation,Single,36130.0,0,1,0
1042,1975,PhD,Together,56559.0,0,1,0
1053,1975,Graduation,Together,59481.0,0,1,0
1060,1966,Basic,Together,22634.0,0,0,0
1061,1966,Basic,Together,22634.0,0,0,0
1064,1950,PhD,Together,52157.0,0,1,0
1066,1950,PhD,Widow,56551.0,1,1,0
1067,1950,PhD,Widow,56551.0,1,1,0
1069,1957,Master,Together,65487.0,0,0,0
1078,1955,Graduation,Widow,58275.0,1,1,0
1089,1961,PhD,Together,63342.0,0,1,0
1090,1961,PhD,Together,63342.0,0,1,0
1092,1959,Graduation,Widow,76320.0,0,1,0
1106,1950,Graduation,Single,16813.0,0,0,0
1108,1966,Graduation,Together,57811.0,0,1,0
1109,1956,Master,Together,50943.0,0,1,0
1110,1956,Master,Together,50943.0,0,1,0
1115,1947,Basic,Together,28389.0,0,0,0
1125,1952,PhD,Together,69805.0,0,1,0
1130,1952,2n Cycle,Together,57247.0,0,1,0
1143,1976,2n Cycle,Together,75484.0,0,1,0
1144,1966,Master,Together,33564.0,0,1,0
1155,1962,PhD,Together,56067.0,0,1,0
1177,1949,Graduation,Widow,72298.0,0,0,0
1181,1948,PhD,Together,46681.0,0,2,0
1182,1948,PhD,Together,46681.0,0,2,0
1188,1963,Basic,Together,14918.0,0,1,0
1199,1947,Master,Together,78093.0,0,0,0
1202,1943,Master,Single,77598.0,0,0,0
1204,1965,Graduation,Together,36317.0,0,1,0
1217,1948,PhD,Widow,82032.0,0,0,0
1218,1948,PhD,Widow,82032.0,0,0,0
1221,1957,PhD,Together,40451.0,0,2,0
1234,1952,PhD,Together,85431.0,0,0,0
1238,1978,Graduation,Together,53172.0,0,1,0
1243,1964,2n Cycle,Together,68316.0,0,1,0
1245,1965,Master,Widow,51390.0,1,1,0
1253,1965,PhD,Together,51717.0,0,1,0
1258,1955,Master,Together,82384.0,0,0,0
1264,1965,Graduation,Together,52117.0,0,1,0
1265,1972,PhD,Together,62220.0,0,1,0
1287,1976,Graduation,Together,54058.0,0,1,0
1289,1963,Master,Together,38620.0,0,0,0
1290,1963,Master,Together,38620.0,0,0,0
1300,1949,Graduation,Together,38823.0,0,1,0
1303,1948,PhD,Together,76140.0,0,0,0
1311,1947,PhD,Widow,25358.0,0,1,0
1316,1952,Graduation,Together,83844.0,0,0,0
1317,1952,Graduation,Together,83844.0,0,0,0
1318,1952,Graduation,Together,83844.0,0,0,0
1324,1969,Master,Together,65176.0,0,1,0
1325,1952,PhD,Together,61010.0,0,1,0
1335,1947,Graduation,Together,74485.0,0,0,0
1336,1955,Graduation,Together,65748.0,0,1,0
1345,1972,Graduation,Together,64474.0,0,1,0
1350,1943,PhD,Widow,57513.0,0,0,0
1351,1979,Graduation,Together,85693.0,0,1,0
1363,1949,Graduation,Widow,70165.0,0,0,0
1370,1949,Graduation,Widow,72643.0,0,0,0
1372,1956,Master,Single,55284.0,0,1,0
1384,1966,Graduation,Together,60894.0,0,1,0
1385,1959,Graduation,Together,87771.0,0,1,0
1386,1959,Graduation,Together,87771.0,0,1,0
1406,1946,PhD,Together,44124.0,0,1,0
1414,1949,PhD,Widow,54356.0,0,1,0
1417,1952,Master,Together,55951.0,0,1,0
1418,1949,PhD,Together,67911.0,0,1,0
1419,1949,PhD,Together,67911.0,0,1,0
1423,1976,PhD,Together,49187.0,0,1,0
1429,1973,Graduation,Together,55593.0,0,1,0
1430,1949,Graduation,Together,54591.0,0,1,0
1431,1949,2n Cycle,Widow,74859.0,0,0,0
1446,1957,Master,Together,66636.0,0,0,0
1462,1966,Graduation,Widow,27038.0,0,0,0
1477,1953,Master,Together,56129.0,0,1,0
1478,1953,Master,Together,56129.0,0,1,0
1485,1960,Graduation,Together,19740.0,0,1,0
1489,1955,Graduation,Widow,79800.0,0,0,0
1502,1951,Graduation,Together,86610.0,0,0,0
1526,1954,Graduation,Single,22507.0,0,0,0
1531,1946,PhD,Single,62159.0,0,0,0
1535,1964,Graduation,Widow,85620.0,0,0,0
1545,1950,Graduation,Together,28320.0,0,1,0
1562,1951,Graduation,Together,40689.0,0,1,0
1563,1951,Graduation,Together,40689.0,0,1,0
1575,1954,Graduation,Together,53103.0,0,1,0
1576,1971,Graduation,Together,71819.0,0,1,0
1579,1951,Master,Together,47352.0,0,1,0
1580,1951,Master,Together,47352.0,0,1,0
1590,1950,PhD,Together,50616.0,0,1,0
1595,1946,Graduation,Together,82657.0,0,0,0
1604,1950,PhD,Together,59292.0,0,1,0
1605,1950,PhD,Together,59292.0,0,1,0
1606,1955,Graduation,Single,57959.0,0,1,0
1609,1956,Graduation,Widow,46984.0,1,1,0
1619,1956,PhD,Together,77376.0,1,1,0
1634,1955,Graduation,Together,76005.0,0,0,0
1639,1960,Graduation,Widow,47916.0,0,1,0
1653,1953,Master,Widow,84953.0,0,0,0
1656,1947,Master,Together,77632.0,0,0,0
1665,1974,PhD,Together,65640.0,0,1,0
1674,1965,Master,Together,45143.0,0,1,0
1675,1965,Master,Together,45143.0,0,1,0
1719,1957,Graduation,Widow,66033.0,0,1,0
1721,1957,PhD,Together,6835.0,0,1,0
1730,1960,Basic,Widow,22123.0,0,0,0
1768,1953,Graduation,Single,40464.0,0,1,0
1771,1960,Graduation,Together,63381.0,0,1,0
1772,1960,Graduation,Together,63381.0,0,1,0
1778,1967,Graduation,Together,54178.0,0,1,0
1792,1958,Master,Single,75154.0,0,1,0
1797,1966,Master,Together,45903.0,0,1,0
1801,1969,Master,Together,66476.0,0,1,0
1809,1947,PhD,Widow,68117.0,0,1,0
1810,1975,2n Cycle,Widow,47682.0,0,1,0
1813,1958,PhD,Together,84460.0,0,0,0
1822,1956,Master,Together,55249.0,0,1,0
1825,1969,PhD,Together,54132.0,0,1,0
1832,1958,PhD,Widow,33438.0,1,1,0
1844,1969,Master,Widow,67369.0,0,1,0
1865,1951,Graduation,Widow,70792.0,0,0,0
1882,1958,PhD,Widow,80995.0,0,1,0
1885,1971,PhD,Together,78642.0,0,1,0
1887,1962,Graduation,Together,75072.0,0,1,0
1888,1963,Graduation,Together,56253.0,0,1,0
1889,1955,Graduation,Together,59925.0,0,1,0
1890,1960,Graduation,Together,62807.0,0,1,0
1891,1960,Graduation,Together,62807.0,0,1,0
1901,1945,Graduation,Widow,63285.0,0,0,0
1902,1955,Graduation,Together,38946.0,0,1,0
1903,1955,Graduation,Together,38946.0,0,1,0
1911,1976,Graduation,Together,51369.0,0,1,0
1912,1976,Graduation,Together,51369.0,0,1,0
1919,1973,PhD,Together,55012.0,0,1,0
1938,1951,Master,Widow,73705.0,0,2,0
1941,1960,Master,Together,73113.0,0,0,0
1944,1963,PhD,Together,66313.0,0,1,0
1945,1957,Master,Together,68148.0,0,0,0
1961,1953,Graduation,Together,61278.0,0,1,0
1963,1975,Graduation,Widow,58330.0,0,1,0
1964,1975,Graduation,Widow,58330.0,0,1,0
1970,1959,Graduation,Together,54753.0,0,1,0
1980,1974,Graduation,Together,75702.0,0,1,0
1986,1962,Graduation,Together,50127.0,0,1,0
1999,1956,Master,Together,14661.0,0,0,0
2001,1975,2n Cycle,Together,46772.0,0,1,0
2002,1947,PhD,Together,81574.0,0,0,0
2008,1965,Graduation,Together,47009.0,0,1,0
2019,1976,Graduation,Together,85606.0,0,1,0
2025,1966,PhD,Together,65814.0,0,1,0
2026,1958,PhD,Together,74250.0,0,0,0
2028,1944,Master,Widow,45006.0,0,0,0
2029,1958,Master,Together,42315.0,0,1,0
2049,1959,Graduation,Together,71232.0,0,1,0
2056,1956,PhD,Together,76542.0,0,0,0
2066,1958,PhD,Together,51518.0,0,1,0
2077,1951,Graduation,Widow,67046.0,0,1,0
2083,1958,2n Cycle,Together,26490.0,0,0,0
2084,1958,2n Cycle,Together,26490.0,0,0,0
2114,1952,Graduation,Single,62307.0,0,1,0
2120,1959,Graduation,Together,24221.0,0,0,0
2136,1952,Graduation,Single,53700.0,0,1,0
2141,1953,Graduation,Together,80812.0,0,0,0
2168,1948,PhD,Together,66375.0,0,1,0
2169,1957,Graduation,Together,42213.0,0,1,0
2171,1940,PhD,Single,51141.0,0,0,0
2177,1952,2n Cycle,Widow,28457.0,0,0,0
2180,1964,Graduation,Together,68142.0,0,1,0
2182,1964,Graduation,Together,63404.0,0,2,0
2184,1964,Graduation,Together,55761.0,0,1,0
2189,1965,PhD,Widow,54111.0,0,1,0
2197,1958,Graduation,Together,64961.0,0,1,0
2206,1968,Graduation,Widow,73455.0,0,0,0
2214,1978,Graduation,Together,41154.0,0,1,0
2223,1976,Graduation,Together,78416.0,0,1,0
2227,1962,Graduation,Together,62568.0,0,1,0
2231,1973,Graduation,Widow,42429.0,0,1,0
2232,1973,Graduation,Widow,42429.0,0,1,0
