,Year_Birth,Education,Marital_Status,income,Kidhome,Teenhome,segment
357,1978,Graduation,Divorced,41986.0,0,1,1
358,1962,PhD,Married,42769.0,0,1,1
375,1960,Master,Married,54197.0,0,1,1
389,1966,PhD,Married,69063.0,0,1,1
391,1975,Graduation,Married,35797.0,0,1,1
401,1974,Graduation,Single,49166.0,0,1,1
404,1962,Master,Married,72828.0,0,1,1
407,1963,PhD,Married,81300.0,0,1,1
408,1965,2n Cycle,Divorced,60161.0,0,1,1
409,1977,PhD,Married,69389.0,0,1,1
410,1954,Graduation,Divorced,64497.0,0,1,1
411,1980,Graduation,Married,61014.0,0,1,1
413,1957,2n Cycle,Married,53233.0,0,1,1
422,1979,2n Cycle,Married,54210.0,0,1,1
424,1975,Graduation,Married,40794.0,0,1,1
433,1977,Master,Married,55842.0,0,1,1
435,1979,2n Cycle,Single,88194.0,0,1,1
443,1976,Graduation,Married,56939.0,0,1,1
460,1968,Graduation,Married,45688.0,0,1,1
463,1964,Graduation,Single,45906.0,0,1,1
480,1965,Graduation,Married,58692.0,0,1,1
482,1972,Master,Married,76234.0,0,1,1
486,1951,Graduation,Married,71965.0,0,1,1
488,1954,Graduation,Divorced,50002.0,0,1,1
495,1976,Graduation,Married,65991.0,0,1,1
500,1964,PhD,Married,65526.0,0,1,1
501,1964,PhD,Married,65526.0,0,1,1
503,1978,Graduation,Divorced,55563.0,0,1,1
512,1968,Graduation,Divorced,61671.0,0,1,1
519,1952,Master,Married,77027.0,0,1,1
520,1965,Graduation,Married,69139.0,0,1,1
521,1965,Graduation,Married,69139.0,0,1,1
526,1961,PhD,Married,54456.0,0,1,1
532,1971,Graduation,Married,64795.0,0,1,1
538,1975,Basic,Married,30801.0,0,1,1
539,1974,Master,Married,83891.0,0,1,1
543,1970,PhD,Single,57642.0,0,1,1
557,1949,Master,Married,48150.0,0,1,1
558,1969,Graduation,Married,56796.0,0,1,1
559,1969,Graduation,Married,56796.0,0,1,1
571,1959,Master,Married,34242.0,0,1,1
572,1955,Graduation,Married,65210.0,0,1,1
579,1964,Graduation,Married,58512.0,0,1,1
583,1979,Graduation,Single,60474.0,0,1,1
584,1979,Graduation,Single,60474.0,0,1,1
597,1970,PhD,Married,59892.0,0,1,1
608,1974,Graduation,Married,44989.0,0,1,1
609,1974,Graduation,Married,44989.0,0,1,1
610,1980,Graduation,Married,43586.0,0,1,1
620,1966,Graduation,Divorced,48877.0,0,1,1
622,1964,Graduation,Married,75236.0,0,1,1
630,1961,Graduation,Single,30081.0,0,1,1
633,1966,Graduation,Divorced,55686.0,0,1,1
634,1959,2n Cycle,Married,26887.0,0,1,1
635,1977,PhD,Married,61996.0,0,1,1
636,1952,Graduation,Divorced,51537.0,0,1,1
650,1957,Graduation,Married,55267.0,0,1,1
652,1971,Graduation,Single,72258.0,0,1,1
658,1968,PhD,Divorced,42564.0,0,1,1
660,1963,Graduation,Married,50437.0,0,2,1
674,1959,2n Cycle,Divorced,59052.0,0,1,1
676,1949,Graduation,Divorced,49160.0,0,1,1
677,1953,Graduation,Divorced,23272.0,0,0,1
678,1963,Master,Divorced,49476.0,0,1,1
683,1959,Graduation,Married,65031.0,0,1,1
686,1950,Graduation,Married,59462.0,0,1,1
695,1977,Graduation,Single,56628.0,0,1,1
698,1978,Graduation,Divorced,71022.0,0,1,1
699,1954,2n Cycle,Single,42607.0,0,1,1
700,1975,Graduation,Married,43057.0,0,1,1
701,1975,Master,Married,47808.0,0,1,1
705,1959,Master,Married,77520.0,0,1,1
719,1963,Master,Single,64191.0,0,1,1
721,1976,Graduation,Divorced,40780.0,0,1,1
733,1955,2n Cycle,Divorced,41769.0,0,1,1
738,1975,2n Cycle,Divorced,67893.0,0,1,1
757,1971,Graduation,Married,52914.0,0,1,1
759,1970,Graduation,Single,67384.0,0,1,1
760,1960,Graduation,Married,51651.0,0,1,1
778,1975,2n Cycle,Married,57036.0,0,1,1
783,1965,PhD,Divorced,57912.0,0,1,1
787,1956,Graduation,Divorced,46086.0,0,1,1
794,1977,Graduation,Married,72117.0,0,1,1
795,1966,Graduation,Married,61286.0,0,1,1
796,1966,Graduation,Married,61286.0,0,1,1
798,1971,Graduation,Divorced,55635.0,0,1,1
812,1962,Graduation,Single,69627.0,0,1,1
826,1975,Graduation,Married,46149.0,0,1,1
835,1976,Graduation,Married,59809.0,0,2,1
844,1970,PhD,Married,67353.0,0,1,1
859,1959,PhD,Divorced,62859.0,0,1,1
860,1958,Graduation,Married,61074.0,0,1,1
862,1956,Graduation,Married,58116.0,0,1,1
865,1980,Graduation,Married,77353.0,0,1,1
869,1965,Master,Married,70053.0,0,1,1
870,1958,2n Cycle,Single,75342.0,0,1,1
882,1960,Graduation,Divorced,62204.0,0,2,1
884,1962,Graduation,Divorced,63887.0,0,1,1
893,1971,Master,Married,34109.0,0,1,1
900,1962,Graduation,Single,57967.0,0,1,1
904,1955,2n Cycle,Married,62972.0,0,1,1
905,1955,2n Cycle,Married,62972.0,0,1,1
910,1953,Master,Married,67087.0,0,1,1
922,1956,Graduation,Married,62503.0,0,1,1
923,1954,Graduation,Married,46734.0,0,1,1
928,1950,Graduation,Married,57045.0,0,1,1
931,1975,PhD,Married,69283.0,0,1,1
940,1961,PhD,Divorced,64325.0,0,1,1
946,1977,Master,Married,78710.0,0,1,1
952,1958,Master,Married,51412.0,0,1,1
956,1980,2n Cycle,Single,45889.0,0,1,1
976,1974,PhD,Married,65352.0,0,1,1
978,1979,Graduation,Single,47691.0,0,1,1
980,1972,Graduation,Single,72504.0,0,1,1
986,1967,Graduation,Married,42664.0,0,1,1
995,1968,Graduation,Single,57107.0,0,1,1
1003,1970,PhD,Married,67536.0,0,1,1
1006,1953,Graduation,Married,50725.0,0,1,1
1012,1966,Graduation,Single,63810.0,0,1,1
1013,1966,Graduation,Single,63810.0,0,1,1
1029,1970,Graduation,Divorced,54137.0,0,1,1
1030,1967,Graduation,Married,61223.0,0,1,1
1031,1968,PhD,Divorced,69674.0,0,2,1
1037,1954,Graduation,Divorced,70044.0,0,1,1
1040,1977,Graduation,Married,54233.0,0,1,1
1057,1974,PhD,Single,68352.0,0,1,1
1059,1975,Graduation,Married,61456.0,0,1,1
1068,1957,Master,Absurd,65487.0,0,0,1
1071,1974,PhD,Married,40344.0,0,1,1
1079,1957,PhD,Divorced,54237.0,0,1,1
1094,1975,Graduation,Married,74190.0,0,1,1
1114,1959,Graduation,Divorced,61250.0,0,1,1
1116,1965,Master,Single,55250.0,0,1,1
1122,1952,Graduation,Divorced,69142.0,0,1,1
1123,1959,Graduation,Married,53154.0,0,1,1
1124,1960,PhD,Married,65695.0,0,1,1
1131,1954,PhD,Married,36930.0,0,1,1
1134,1951,Graduation,Married,75903.0,0,1,1
1135,1956,Graduation,Married,71391.0,0,1,1
1138,1976,Graduation,Married,53858.0,0,1,1
1141,1956,Graduation,Married,63943.0,0,1,1
1146,1959,Graduation,Married,54984.0,0,1,1
1148,1963,Graduation,Divorced,68118.0,0,1,1
1149,1963,Graduation,Divorced,68118.0,0,1,1
1151,1975,Graduation,Married,51948.0,0,1,1
1156,1952,Graduation,Married,67433.0,0,2,1
1161,1959,2n Cycle,Divorced,78353.0,0,1,1
1173,1952,Graduation,Married,50300.0,0,1,1
1179,1976,Graduation,Single,47025.0,0,1,1
1184,1956,Master,Married,62058.0,0,1,1
1193,1965,2n Cycle,Divorced,64176.0,0,1,1
1203,1972,Graduation,Married,62710.0,0,1,1
1208,1943,PhD,Divorced,48948.0,0,0,1
1209,1943,PhD,Divorced,48948.0,0,0,1
1210,1950,Master,Divorced,63120.0,0,1,1
1212,1957,Graduation,Single,36864.0,0,1,1
1215,1958,Graduation,Divorced,79803.0,0,1,1
1216,1967,PhD,Single,52569.0,0,1,1
1219,1972,Graduation,Married,65685.0,0,1,1
1220,1972,Graduation,Married,65685.0,0,1,1
1249,1975,Graduation,Married,65106.0,0,1,1
1250,1960,Graduation,Divorced,58401.0,0,1,1
1256,1963,Graduation,Single,34377.0,0,1,1
1257,1961,PhD,Divorced,54959.0,0,1,1
1259,1956,Graduation,Single,46998.0,0,1,1
1262,1954,PhD,Divorced,57333.0,0,1,1
1268,1955,Master,Divorced,46390.0,0,1,1
1272,1968,PhD,Divorced,50616.0,0,1,1
1274,1982,2n Cycle,Married,57937.0,0,1,1
1277,1974,Master,Married,58494.0,0,1,1
1283,1979,Graduation,Single,61825.0,0,1,1
1284,1979,Graduation,Single,61825.0,0,1,1
1288,1975,Graduation,Single,84196.0,0,1,1
1292,1957,Graduation,Married,47743.0,0,1,1
1294,1971,Graduation,Married,66303.0,0,1,1
1295,1969,Graduation,Married,52413.0,0,2,1
1299,1975,PhD,Married,80427.0,0,1,1
1305,1954,PhD,Married,62670.0,0,1,1
1306,1972,2n Cycle,Married,70932.0,0,1,1
1309,1968,Graduation,Married,63967.0,0,1,1
1320,1951,Master,Married,27450.0,0,0,1
1322,1965,PhD,Married,71322.0,0,1,1
1323,1976,PhD,Single,60000.0,0,1,1
1329,1952,Graduation,Married,28332.0,0,0,1
1332,1973,Graduation,Single,65333.0,0,1,1
1334,1971,Graduation,Married,73691.0,0,1,1
1342,1953,Master,Married,59354.0,0,2,1
1343,1955,PhD,Married,58482.0,0,1,1
1349,1971,Graduation,Single,55239.0,0,1,1
1352,1977,Graduation,Married,71855.0,0,1,1
1354,1971,PhD,Married,71969.0,0,1,1
1366,1967,PhD,Married,63246.0,0,2,1
1378,1973,Master,Married,60432.0,0,1,1
1380,1959,Graduation,Single,62450.0,0,1,1
1387,1955,Graduation,Married,50737.0,0,1,1
1389,1951,Graduation,Married,57304.0,0,1,1
1390,1951,Graduation,Married,71107.0,0,1,1
1394,1974,Graduation,Married,40049.0,0,1,1
1395,1970,Graduation,Married,63684.0,0,1,1
1396,1970,Graduation,Married,69016.0,0,1,1
1397,1979,Graduation,Married,7500.0,0,1,1
1398,1957,Graduation,Married,73803.0,0,1,1
1405,1949,Master,Divorced,35416.0,0,0,1
1413,1979,Graduation,Married,56775.0,0,1,1
1421,1970,PhD,Single,32303.0,0,1,1
1422,1968,PhD,Married,55954.0,0,1,1
1425,1978,Graduation,Divorced,63693.0,0,1,1
1426,1978,Graduation,Divorced,63693.0,0,1,1
1433,1949,PhD,Married,58607.0,0,1,1
1435,1975,PhD,Single,52614.0,0,1,1
1436,1975,PhD,Single,52614.0,0,1,1
1437,1974,Graduation,Married,67445.0,0,1,1
1438,1974,Graduation,Married,67445.0,0,1,1
1439,1974,Graduation,Married,67445.0,0,1,1
1443,1965,PhD,Single,40760.0,0,1,1
1447,1975,Master,Married,54730.0,0,1,1
1449,1965,Master,Married,53843.0,0,1,1
1451,1968,Master,Divorced,63841.0,0,1,1
1452,1968,Master,Divorced,63841.0,0,1,1
1453,1968,Master,Divorced,63841.0,0,1,1
1474,1969,Graduation,Single,72679.0,0,1,1
1482,1966,Graduation,Single,34704.0,0,1,1
1487,1969,PhD,Married,55212.0,0,1,1
1488,1969,PhD,Married,55212.0,0,1,1
1490,1967,Graduation,Divorced,70647.0,0,1,1
1493,1969,Graduation,Single,54803.0,0,1,1
1499,1976,Master,Married,49681.0,0,2,1
1500,1976,Master,Married,49681.0,0,2,1
1506,1959,Graduation,Married,58113.0,0,1,1
1522,1951,Master,Married,67381.0,0,1,1
1523,1965,Basic,Single,23529.0,0,1,1
1525,1975,Graduation,Married,76068.0,0,1,1
1529,1962,Graduation,Single,76624.0,0,1,1
1539,1951,Master,Divorced,57530.0,0,1,1
1540,1964,2n Cycle,Married,62905.0,0,1,1
1543,1964,Graduation,Divorced,41638.0,0,1,1
1546,1957,Graduation,Married,43140.0,0,1,1
1553,1962,PhD,Single,52597.0,0,1,1
1561,1973,Graduation,Married,67432.0,0,1,1
1565,1972,PhD,Married,44325.0,0,1,1
1566,1948,PhD,Married,61467.0,0,2,1
1571,1959,Graduation,Married,61180.0,0,1,1
1577,1971,Master,Divorced,74290.0,0,1,1
1581,1961,Graduation,Single,46524.0,0,1,1
1584,1952,PhD,Married,77610.0,0,1,1
1589,1952,Graduation,Divorced,49638.0,0,1,1
1596,1964,PhD,Divorced,64140.0,0,2,1
1611,1963,PhD,Single,46757.0,0,1,1
1623,1948,PhD,Married,56223.0,0,1,1
1627,1959,Graduation,Divorced,23295.0,0,0,1
1631,1956,Graduation,Married,67131.0,0,1,1
1632,1969,PhD,Married,56242.0,0,1,1
1635,1962,PhD,Married,54693.0,0,1,1
1636,1955,Master,Married,52750.0,0,1,1
1645,1965,Graduation,Married,44375.0,0,1,1
1646,1971,PhD,Single,60504.0,0,1,1
1648,1980,2n Cycle,Single,67506.0,0,1,1
1649,1959,PhD,Divorced,68805.0,0,1,1
1673,1961,Master,Married,61794.0,0,1,1
1679,1969,Master,Single,62772.0,0,1,1
1680,1959,PhD,Married,75032.0,0,1,1
1684,1953,Graduation,Married,75027.0,0,1,1
1688,1965,Graduation,Married,59594.0,0,1,1
1690,1958,Graduation,Single,94472.0,0,1,1
1708,1954,Master,Divorced,62637.0,0,1,1
1714,1962,PhD,Single,33419.0,0,1,1
1726,1976,Graduation,Divorced,64892.0,0,1,1
1729,1967,Graduation,Single,52074.0,0,1,1
1733,1976,Graduation,Married,65665.0,0,1,1
1741,1970,Graduation,Divorced,58710.0,0,1,1
1743,1964,Master,Single,58308.0,0,1,1
1756,1965,Graduation,Single,59686.0,0,1,1
1766,1956,Graduation,Single,60230.0,0,1,1
1777,1961,PhD,Married,57072.0,0,1,1
1782,1963,Graduation,Single,49980.0,0,1,1
1799,1968,Master,Married,70777.0,0,1,1
1812,1969,PhD,Divorced,58086.0,0,1,1
1814,1962,Graduation,Single,66565.0,0,1,1
1820,1976,Graduation,Married,61064.0,0,1,1
1821,1976,PhD,Married,51650.0,0,1,1
1828,1970,Master,Married,61872.0,0,1,1
1829,1979,Graduation,Married,58025.0,0,1,1
1834,1971,PhD,Married,60491.0,0,1,1
1835,1964,PhD,Married,59304.0,0,1,1
1841,1961,Graduation,Married,49678.0,0,1,1
1842,1976,Master,Single,60482.0,0,1,1
1843,1972,PhD,Single,55260.0,0,1,1
1860,1956,PhD,Married,66334.0,0,1,1
1868,1972,PhD,Married,57091.0,0,1,1
1872,1971,Master,Married,56850.0,0,1,1
1904,1975,PhD,Married,40233.0,0,1,1
1907,1976,Master,Single,70379.0,0,1,1
1909,1962,Graduation,Married,55759.0,0,1,1
1922,1956,Graduation,Married,71866.0,0,1,1
1924,1944,PhD,Divorced,55614.0,0,0,1
1930,1955,Graduation,Married,76998.0,0,1,1
1934,1959,PhD,Married,38829.0,0,1,1
1937,1951,Graduation,Married,53790.0,0,2,1
1958,1956,2n Cycle,Married,53230.0,0,1,1
1968,1962,Master,Single,59247.0,0,2,1
1973,1952,Graduation,Divorced,62335.0,0,1,1
1976,1956,Master,Married,50965.0,0,1,1
1981,1971,Graduation,Divorced,43300.0,0,1,1
1988,1952,Graduation,Married,49413.0,0,1,1
1993,1962,Master,Divorced,59432.0,0,1,1
1994,1951,Graduation,Divorced,43185.0,0,1,1
1998,1978,Graduation,Married,73807.0,0,1,1
2005,1974,PhD,Married,78128.0,0,1,1
2016,1971,Master,Married,39791.0,0,1,1
2017,1965,PhD,Married,62745.0,0,1,1
2020,1951,Basic,Married,26997.0,0,0,1
2032,1955,Graduation,Married,48726.0,0,1,1
2035,1964,PhD,Married,60896.0,0,1,1
2046,1953,PhD,Married,55707.0,0,1,1
2050,1954,PhD,Married,57744.0,0,1,1
2051,1966,Master,Married,33585.0,0,1,1
2052,1965,2n Cycle,Married,46891.0,0,1,1
2053,1965,2n Cycle,Married,46891.0,0,1,1
2054,1956,Graduation,Married,50387.0,0,2,1
2057,1949,Master,Married,76995.0,0,1,1
2059,1956,Graduation,Divorced,22304.0,0,0,1
2062,1953,Graduation,Married,39722.0,0,1,1
2063,1966,PhD,Single,7144.0,0,2,1
2067,1972,Graduation,Married,74716.0,0,1,1
2069,1954,Master,Married,45736.0,0,1,1
2071,1974,Graduation,Married,60093.0,0,1,1
2078,1965,Graduation,Married,73538.0,0,1,1
2080,1956,Master,Married,52973.0,0,1,1
2094,1960,Master,Married,47353.0,0,1,1
2095,1964,Graduation,Married,48920.0,0,2,1
2096,1947,PhD,Married,67472.0,0,1,1
2097,1964,Master,Married,64100.0,0,1,1
2106,1964,Master,Single,63972.0,0,1,1
2107,1957,Graduation,Married,52852.0,0,1,1
2108,1972,PhD,Married,62010.0,0,1,1
2110,1967,Graduation,Married,77870.0,0,1,1
2122,1961,Master,Married,61923.0,0,2,1
2138,1957,Graduation,Married,71113.0,0,1,1
2148,1969,Graduation,Divorced,69901.0,0,1,1
2149,1953,Graduation,Married,47703.0,0,1,1
2153,1964,Graduation,Divorced,51983.0,0,1,1
2158,1975,Graduation,Single,57338.0,0,1,1
2162,1969,Graduation,Married,65747.0,0,1,1
2175,1965,Graduation,Married,59754.0,0,1,1
2176,1953,Master,Married,65569.0,0,1,1
2185,1958,Graduation,Divorced,78331.0,0,1,1
2187,1977,Graduation,Married,30368.0,0,1,1
2190,1964,Graduation,Divorced,69932.0,0,1,1
2195,1967,PhD,Married,77766.0,0,1,1
2196,1967,PhD,Married,77766.0,0,1,1
2199,1964,Graduation,Single,45989.0,0,1,1
2201,1954,PhD,Married,70421.0,0,1,1
2205,1973,PhD,Married,54222.0,0,1,1
2209,1978,2n Cycle,Married,47025.0,0,1,1
2210,1966,Graduation,Married,44529.0,0,1,1
2216,1960,PhD,Divorced,50611.0,0,1,1
2217,1960,PhD,Divorced,50611.0,0,1,1
2221,1974,Graduation,Married,42557.0,0,1,1
2224,1966,Graduation,Married,44794.0,0,1,1
2225,1966,Graduation,Married,44794.0,0,1,1
2234,1973,Graduation,Divorced,78901.0,0,1,1
2235,1976,PhD,Divorced,66476.0,0,1,1
2239,1969,PhD,Married,94871.0,0,2,1
